Date & time of file creation	5/11/2017 9:23 AM							
Data file path	C:\Users\nbalfour\Documents\Banet lab laptop transfer\Swim Tunnel Data\Hopkins\sardine test 3 small tunnel.txt							
								
								
CALIBRATION DATA								
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]
SDWA0003000060      , CH 1	1	59.89	29.23	0.00	100.00	20.91	14.16	0.000
								
								
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWA0003000060      , CH 1 phase [r.U.]	SDWA0003000060      , CH 1 temp [°C]	SDWA0003000060      , CH 1 O2 [mg/L]			
5/11/2017 10:14:02 AM	3577367642	1013.00	30.17	13.58	9.710
5/11/2017 10:14:03 AM	3577367643	1013.00	30.18	13.57	9.705
5/11/2017 10:14:04 AM	3577367644	1013.00	30.19	13.51	9.720
5/11/2017 10:14:05 AM	3577367645	1013.00	30.17	13.50	9.742
5/11/2017 10:14:06 AM	3577367646	1013.00	30.17	13.48	9.750
5/11/2017 10:14:07 AM	3577367647	1013.00	30.19	13.56	9.700
5/11/2017 10:14:08 AM	3577367648	1013.00	30.20	13.63	9.664
5/11/2017 10:14:09 AM	3577367649	1013.00	30.17	13.60	9.702
5/11/2017 10:14:10 AM	3577367650	1013.00	30.18	13.65	9.673
5/11/2017 10:14:11 AM	3577367651	1013.00	30.18	13.73	9.641
5/11/2017 10:14:12 AM	3577367652	1013.00	30.17	13.65	9.682
5/11/2017 10:14:13 AM	3577367653	1013.00	30.17	13.56	9.718
5/11/2017 10:14:14 AM	3577367654	1013.00	30.16	13.55	9.730
5/11/2017 10:14:15 AM	3577367655	1013.00	30.17	13.50	9.742
5/11/2017 10:14:16 AM	3577367656	1013.00	30.18	13.44	9.757
5/11/2017 10:14:17 AM	3577367657	1013.00	30.18	13.42	9.765
5/11/2017 10:14:18 AM	3577367658	1013.00	30.18	13.48	9.741
5/11/2017 10:14:19 AM	3577367659	1013.00	30.17	13.45	9.762
5/11/2017 10:14:20 AM	3577367660	1013.00	30.18	13.51	9.729
5/11/2017 10:14:21 AM	3577367661	1013.00	30.17	13.61	9.698
5/11/2017 10:14:22 AM	3577367662	1013.00	30.17	13.65	9.682
5/11/2017 10:14:23 AM	3577367663	1013.00	30.17	13.57	9.714
5/11/2017 10:14:24 AM	3577367664	1013.00	30.18	13.63	9.681
5/11/2017 10:14:25 AM	3577367665	1013.00	30.17	13.54	9.726
5/11/2017 10:14:26 AM	3577367666	1013.00	30.18	13.48	9.741
5/11/2017 10:14:27 AM	3577367667	1013.00	30.17	13.48	9.750
5/11/2017 10:14:28 AM	3577367668	1013.00	30.18	13.56	9.709
5/11/2017 10:14:29 AM	3577367669	1013.00	30.17	13.49	9.746
5/11/2017 10:14:30 AM	3577367670	1013.00	30.17	13.53	9.730
5/11/2017 10:14:31 AM	3577367671	1013.00	30.17	13.46	9.758
5/11/2017 10:14:32 AM	3577367672	1013.00	30.19	13.39	9.769
5/11/2017 10:14:33 AM	3577367673	1013.00	30.17	13.30	9.823
5/11/2017 10:14:34 AM	3577367674	1013.00	30.19	13.35	9.785
5/11/2017 10:14:35 AM	3577367675	1013.00	30.18	13.35	9.794
5/11/2017 10:14:36 AM	3577367676	1013.00	30.17	13.45	9.762
5/11/2017 10:14:37 AM	3577367677	1013.00	30.17	13.55	9.722
5/11/2017 10:14:38 AM	3577367678	1013.00	30.17	13.62	9.694
5/11/2017 10:14:39 AM	3577367679	1013.00	30.18	13.56	9.709
5/11/2017 10:14:40 AM	3577367680	1013.00	30.18	13.48	9.741
5/11/2017 10:14:41 AM	3577367681	1013.00	30.19	13.45	9.745
5/11/2017 10:14:42 AM	3577367682	1013.00	30.18	13.38	9.782
5/11/2017 10:14:43 AM	3577367683	1013.00	30.17	13.41	9.778
5/11/2017 10:14:44 AM	3577367684	1013.00	30.18	13.52	9.725
5/11/2017 10:14:45 AM	3577367685	1013.00	30.18	13.67	9.665
5/11/2017 10:14:46 AM	3577367686	1013.00	30.18	13.66	9.669
5/11/2017 10:14:47 AM	3577367687	1013.00	30.18	13.69	9.657
5/11/2017 10:14:48 AM	3577367688	1013.00	30.19	13.70	9.644
5/11/2017 10:14:49 AM	3577367689	1013.00	30.17	13.70	9.662
5/11/2017 10:14:50 AM	3577367690	1013.00	30.20	13.65	9.656
5/11/2017 10:14:51 AM	3577367691	1013.00	30.17	13.60	9.702
5/11/2017 10:14:52 AM	3577367692	1013.00	30.20	13.57	9.688
5/11/2017 10:14:53 AM	3577367693	1013.00	30.18	13.53	9.721
5/11/2017 10:14:54 AM	3577367694	1013.00	30.18	13.48	9.741
5/11/2017 10:14:55 AM	3577367695	1013.00	30.17	13.43	9.770
5/11/2017 10:14:56 AM	3577367696	1013.00	30.20	13.39	9.760
5/11/2017 10:14:57 AM	3577367697	1013.00	30.19	13.51	9.720
5/11/2017 10:14:58 AM	3577367698	1013.00	30.19	13.49	9.728
5/11/2017 10:14:59 AM	3577367699	1013.00	30.18	13.47	9.745
5/11/2017 10:15:00 AM	3577367700	1013.00	30.17	13.45	9.762
5/11/2017 10:15:01 AM	3577367701	1013.00	30.17	13.51	9.738
5/11/2017 10:15:02 AM	3577367702	1013.00	30.17	13.44	9.766
5/11/2017 10:15:03 AM	3577367703	1013.00	30.19	13.42	9.757
5/11/2017 10:15:04 AM	3577367704	1013.00	30.20	13.54	9.700
5/11/2017 10:15:05 AM	3577367705	1013.00	30.22	13.64	9.643
5/11/2017 10:15:06 AM	3577367706	1013.00	30.18	13.64	9.677
5/11/2017 10:15:07 AM	3577367707	1013.00	30.19	13.65	9.664
5/11/2017 10:15:08 AM	3577367708	1013.00	30.19	13.60	9.684
5/11/2017 10:15:09 AM	3577367709	1013.00	30.19	13.53	9.712
5/11/2017 10:15:10 AM	3577367710	1013.00	30.17	13.47	9.754
5/11/2017 10:15:11 AM	3577367711	1013.00	30.18	13.51	9.729
5/11/2017 10:15:12 AM	3577367712	1013.00	30.19	13.51	9.720
5/11/2017 10:15:13 AM	3577367713	1013.00	30.17	13.59	9.706
5/11/2017 10:15:14 AM	3577367714	1013.00	30.19	13.70	9.644
5/11/2017 10:15:15 AM	3577367715	1013.00	30.19	13.77	9.617
5/11/2017 10:15:16 AM	3577367716	1013.00	30.18	13.78	9.621
5/11/2017 10:15:17 AM	3577367717	1013.00	30.18	13.76	9.629
5/11/2017 10:15:18 AM	3577367718	1013.00	30.17	13.81	9.618
5/11/2017 10:15:19 AM	3577367719	1013.00	30.19	13.70	9.644
5/11/2017 10:15:20 AM	3577367720	1013.00	30.19	13.66	9.660
5/11/2017 10:15:21 AM	3577367721	1013.00	30.19	13.58	9.692
5/11/2017 10:15:22 AM	3577367722	1013.00	30.19	13.51	9.720
5/11/2017 10:15:23 AM	3577367723	1013.00	30.18	13.40	9.773
5/11/2017 10:15:24 AM	3577367724	1013.00	30.18	13.33	9.802
5/11/2017 10:15:25 AM	3577367725	1013.00	30.19	13.31	9.801
5/11/2017 10:15:26 AM	3577367726	1013.00	30.18	13.49	9.737
5/11/2017 10:15:27 AM	3577367727	1013.00	30.19	13.52	9.716
5/11/2017 10:15:28 AM	3577367728	1013.00	30.18	13.53	9.721
5/11/2017 10:15:29 AM	3577367729	1013.00	30.17	13.64	9.686
5/11/2017 10:15:30 AM	3577367730	1013.00	30.18	13.63	9.681
5/11/2017 10:15:31 AM	3577367731	1013.00	30.17	13.46	9.758
5/11/2017 10:15:32 AM	3577367732	1013.00	30.18	13.55	9.713
5/11/2017 10:15:33 AM	3577367733	1013.00	30.17	13.55	9.722
5/11/2017 10:15:34 AM	3577367734	1013.00	30.18	13.48	9.741
5/11/2017 10:15:35 AM	3577367735	1013.00	30.20	13.45	9.736
5/11/2017 10:15:36 AM	3577367736	1013.00	30.17	13.48	9.750
5/11/2017 10:15:37 AM	3577367737	1013.00	30.20	13.46	9.732
5/11/2017 10:15:38 AM	3577367738	1013.00	30.17	13.43	9.770
5/11/2017 10:15:39 AM	3577367739	1013.00	30.20	13.50	9.716
5/11/2017 10:15:40 AM	3577367740	1013.00	30.19	13.52	9.716
5/11/2017 10:15:41 AM	3577367741	1013.00	30.21	13.60	9.667
5/11/2017 10:15:42 AM	3577367742	1013.00	30.18	13.57	9.705
5/11/2017 10:15:43 AM	3577367743	1013.00	30.19	13.58	9.692
5/11/2017 10:15:44 AM	3577367744	1013.00	30.19	13.53	9.712
5/11/2017 10:15:45 AM	3577367745	1013.00	30.17	13.55	9.722
5/11/2017 10:15:46 AM	3577367746	1013.00	30.18	13.49	9.737
5/11/2017 10:15:47 AM	3577367747	1013.00	30.20	13.53	9.704
5/11/2017 10:15:48 AM	3577367748	1013.00	30.17	13.53	9.730
5/11/2017 10:15:49 AM	3577367749	1013.00	30.18	13.56	9.709
5/11/2017 10:15:50 AM	3577367750	1013.00	30.20	13.56	9.692
5/11/2017 10:15:51 AM	3577367751	1013.00	30.20	13.55	9.696
5/11/2017 10:15:52 AM	3577367752	1013.00	30.20	13.55	9.696
5/11/2017 10:15:53 AM	3577367753	1013.00	30.18	13.53	9.721
5/11/2017 10:15:54 AM	3577367754	1013.00	30.19	13.53	9.712
5/11/2017 10:15:55 AM	3577367755	1013.00	30.20	13.57	9.688
5/11/2017 10:15:56 AM	3577367756	1013.00	30.18	13.59	9.697
5/11/2017 10:15:57 AM	3577367757	1013.00	30.20	13.59	9.680
5/11/2017 10:15:58 AM	3577367758	1013.00	30.19	13.63	9.672
5/11/2017 10:15:59 AM	3577367759	1013.00	30.20	13.62	9.668
5/11/2017 10:16:00 AM	3577367760	1013.00	30.18	13.57	9.705
5/11/2017 10:16:01 AM	3577367761	1013.00	30.18	13.59	9.697
5/11/2017 10:16:02 AM	3577367762	1013.00	30.21	13.55	9.687
5/11/2017 10:16:03 AM	3577367763	1013.00	30.17	13.53	9.730
5/11/2017 10:16:04 AM	3577367764	1013.00	30.18	13.49	9.737
5/11/2017 10:16:05 AM	3577367765	1013.00	30.19	13.45	9.745
5/11/2017 10:16:06 AM	3577367766	1013.00	30.20	13.48	9.724
5/11/2017 10:16:07 AM	3577367767	1013.00	30.19	13.52	9.716
5/11/2017 10:16:08 AM	3577367768	1013.00	30.20	13.53	9.704
5/11/2017 10:16:09 AM	3577367769	1013.00	30.20	13.59	9.680
5/11/2017 10:16:10 AM	3577367770	1013.00	30.19	13.68	9.652
5/11/2017 10:16:11 AM	3577367771	1013.00	30.18	13.74	9.637
5/11/2017 10:16:12 AM	3577367772	1013.00	30.20	13.78	9.604
5/11/2017 10:16:13 AM	3577367773	1013.00	30.20	13.71	9.632
5/11/2017 10:16:14 AM	3577367774	1013.00	30.19	13.76	9.621
5/11/2017 10:16:15 AM	3577367775	1013.00	30.18	13.70	9.653
5/11/2017 10:16:16 AM	3577367776	1013.00	30.19	13.66	9.660
5/11/2017 10:16:17 AM	3577367777	1013.00	30.20	13.60	9.676
5/11/2017 10:16:18 AM	3577367778	1013.00	30.19	13.74	9.629
5/11/2017 10:16:19 AM	3577367779	1013.00	30.20	13.62	9.668
5/11/2017 10:16:20 AM	3577367780	1013.00	30.18	13.59	9.697
5/11/2017 10:16:21 AM	3577367781	1013.00	30.20	13.56	9.692
5/11/2017 10:16:22 AM	3577367782	1013.00	30.20	13.58	9.684
5/11/2017 10:16:23 AM	3577367783	1013.00	30.20	13.58	9.684
5/11/2017 10:16:24 AM	3577367784	1013.00	30.19	13.68	9.652
5/11/2017 10:16:25 AM	3577367785	1013.00	30.20	13.72	9.628
5/11/2017 10:16:26 AM	3577367786	1013.00	30.20	13.61	9.672
5/11/2017 10:16:27 AM	3577367787	1013.00	30.20	13.55	9.696
5/11/2017 10:16:28 AM	3577367788	1013.00	30.19	13.61	9.680
5/11/2017 10:16:29 AM	3577367789	1013.00	30.19	13.63	9.672
5/11/2017 10:16:30 AM	3577367790	1013.00	30.19	13.60	9.684
5/11/2017 10:16:31 AM	3577367791	1013.00	30.19	13.72	9.637
5/11/2017 10:16:32 AM	3577367792	1013.00	30.18	13.74	9.637
5/11/2017 10:16:33 AM	3577367793	1013.00	30.20	13.54	9.700
5/11/2017 10:16:34 AM	3577367794	1013.00	30.21	13.47	9.719
5/11/2017 10:16:35 AM	3577367795	1013.00	30.19	13.47	9.737
5/11/2017 10:16:36 AM	3577367796	1013.00	30.20	13.37	9.768
5/11/2017 10:16:37 AM	3577367797	1013.00	30.21	13.40	9.747
5/11/2017 10:16:38 AM	3577367798	1013.00	30.21	13.38	9.755
5/11/2017 10:16:39 AM	3577367799	1013.00	30.20	13.34	9.780
5/11/2017 10:16:40 AM	3577367800	1013.00	30.22	13.36	9.755
5/11/2017 10:16:41 AM	3577367801	1013.00	30.19	13.46	9.741
5/11/2017 10:16:42 AM	3577367802	1013.00	30.21	13.50	9.707
5/11/2017 10:16:43 AM	3577367803	1013.00	30.20	13.58	9.684
5/11/2017 10:16:44 AM	3577367804	1013.00	30.20	13.63	9.664
5/11/2017 10:16:45 AM	3577367805	1013.00	30.21	13.71	9.623
5/11/2017 10:16:46 AM	3577367806	1013.00	30.21	13.63	9.655
5/11/2017 10:16:47 AM	3577367807	1013.00	30.19	13.62	9.676
5/11/2017 10:16:48 AM	3577367808	1013.00	30.20	13.65	9.656
5/11/2017 10:16:49 AM	3577367809	1013.00	30.20	13.62	9.668
5/11/2017 10:16:50 AM	3577367810	1013.00	30.20	13.55	9.696
5/11/2017 10:16:51 AM	3577367811	1013.00	30.21	13.62	9.659
5/11/2017 10:16:52 AM	3577367812	1013.00	30.20	13.57	9.688
5/11/2017 10:16:53 AM	3577367813	1013.00	30.22	13.55	9.679
5/11/2017 10:16:54 AM	3577367814	1013.00	30.21	13.58	9.675
5/11/2017 10:16:55 AM	3577367815	1013.00	30.21	13.51	9.703
5/11/2017 10:16:56 AM	3577367816	1013.00	30.22	13.49	9.703
5/11/2017 10:16:57 AM	3577367817	1013.00	30.21	13.47	9.719
5/11/2017 10:16:58 AM	3577367818	1013.00	30.21	13.41	9.743
5/11/2017 10:16:59 AM	3577367819	1013.00	30.19	13.36	9.781
5/11/2017 10:17:00 AM	3577367820	1013.00	30.21	13.47	9.719
5/11/2017 10:17:01 AM	3577367821	1013.00	30.21	13.47	9.719
5/11/2017 10:17:02 AM	3577367822	1013.00	30.20	13.51	9.712
5/11/2017 10:17:03 AM	3577367823	1013.00	30.22	13.50	9.699
5/11/2017 10:17:04 AM	3577367824	1013.00	30.20	13.50	9.716
5/11/2017 10:17:05 AM	3577367825	1013.00	30.20	13.40	9.756
5/11/2017 10:17:06 AM	3577367826	1013.00	30.20	13.36	9.772
5/11/2017 10:17:07 AM	3577367827	1013.00	30.20	13.34	9.780
5/11/2017 10:17:08 AM	3577367828	1013.00	30.22	13.46	9.715
5/11/2017 10:17:09 AM	3577367829	1013.00	30.20	13.53	9.704
5/11/2017 10:17:10 AM	3577367830	1013.00	30.21	13.49	9.711
5/11/2017 10:17:11 AM	3577367831	1013.00	30.21	13.50	9.707
5/11/2017 10:17:12 AM	3577367832	1013.00	30.22	13.50	9.699
5/11/2017 10:17:13 AM	3577367833	1013.00	30.20	13.49	9.720
5/11/2017 10:17:14 AM	3577367834	1013.00	30.20	13.46	9.732
5/11/2017 10:17:15 AM	3577367835	1013.00	30.21	13.47	9.719
5/11/2017 10:17:16 AM	3577367836	1013.00	30.20	13.60	9.676
5/11/2017 10:17:17 AM	3577367837	1013.00	30.21	13.55	9.687
5/11/2017 10:17:18 AM	3577367838	1013.00	30.21	13.44	9.731
5/11/2017 10:17:19 AM	3577367839	1013.00	30.22	13.44	9.723
5/11/2017 10:17:20 AM	3577367840	1013.00	30.21	13.46	9.723
5/11/2017 10:17:21 AM	3577367841	1013.00	30.23	13.34	9.754
5/11/2017 10:17:22 AM	3577367842	1013.00	30.21	13.40	9.747
5/11/2017 10:17:23 AM	3577367843	1013.00	30.21	13.52	9.699
5/11/2017 10:17:24 AM	3577367844	1013.00	30.23	13.51	9.686
5/11/2017 10:17:25 AM	3577367845	1013.00	30.21	13.48	9.715
5/11/2017 10:17:26 AM	3577367846	1013.00	30.21	13.48	9.715
5/11/2017 10:17:27 AM	3577367847	1013.00	30.23	13.46	9.706
5/11/2017 10:17:28 AM	3577367848	1013.00	30.22	13.42	9.731
5/11/2017 10:17:29 AM	3577367849	1013.00	30.21	13.51	9.703
5/11/2017 10:17:30 AM	3577367850	1013.00	30.21	13.61	9.663
5/11/2017 10:17:31 AM	3577367851	1013.00	30.22	13.57	9.671
5/11/2017 10:17:32 AM	3577367852	1013.00	30.22	13.65	9.639
5/11/2017 10:17:33 AM	3577367853	1013.00	30.22	13.68	9.627
5/11/2017 10:17:34 AM	3577367854	1013.00	30.21	13.62	9.659
5/11/2017 10:17:35 AM	3577367855	1013.00	30.21	13.58	9.675
5/11/2017 10:17:36 AM	3577367856	1013.00	30.22	13.61	9.655
5/11/2017 10:17:37 AM	3577367857	1013.00	30.22	13.60	9.659
5/11/2017 10:17:38 AM	3577367858	1013.00	30.21	13.64	9.651
5/11/2017 10:17:39 AM	3577367859	1013.00	30.22	13.70	9.619
5/11/2017 10:17:40 AM	3577367860	1013.00	30.22	13.62	9.651
5/11/2017 10:17:41 AM	3577367861	1013.00	30.21	13.75	9.608
5/11/2017 10:17:42 AM	3577367862	1013.00	30.22	13.63	9.647
5/11/2017 10:17:43 AM	3577367863	1013.00	30.23	13.59	9.654
5/11/2017 10:17:44 AM	3577367864	1013.00	30.21	13.53	9.695
5/11/2017 10:17:45 AM	3577367865	1013.00	30.21	13.57	9.679
5/11/2017 10:17:46 AM	3577367866	1013.00	30.21	13.51	9.703
5/11/2017 10:17:47 AM	3577367867	1013.00	30.22	13.60	9.659
5/11/2017 10:17:48 AM	3577367868	1013.00	30.22	13.59	9.663
5/11/2017 10:17:49 AM	3577367869	1013.00	30.23	13.62	9.642
5/11/2017 10:17:50 AM	3577367870	1013.00	30.22	13.62	9.651
5/11/2017 10:17:51 AM	3577367871	1013.00	30.21	13.60	9.667
5/11/2017 10:17:52 AM	3577367872	1013.00	30.21	13.59	9.671
5/11/2017 10:17:53 AM	3577367873	1013.00	30.23	13.58	9.658
5/11/2017 10:17:54 AM	3577367874	1013.00	30.23	13.56	9.666
5/11/2017 10:17:55 AM	3577367875	1013.00	30.22	13.65	9.639
5/11/2017 10:17:56 AM	3577367876	1013.00	30.22	13.61	9.655
5/11/2017 10:17:57 AM	3577367877	1013.00	30.21	13.54	9.691
5/11/2017 10:17:58 AM	3577367878	1013.00	30.22	13.49	9.703
5/11/2017 10:17:59 AM	3577367879	1013.00	30.21	13.55	9.687
5/11/2017 10:18:00 AM	3577367880	1013.00	30.22	13.43	9.727
5/11/2017 10:18:01 AM	3577367881	1013.00	30.22	13.49	9.703
5/11/2017 10:18:02 AM	3577367882	1013.00	30.23	13.54	9.674
5/11/2017 10:18:03 AM	3577367883	1013.00	30.22	13.60	9.659
5/11/2017 10:18:04 AM	3577367884	1013.00	30.23	13.60	9.650
5/11/2017 10:18:05 AM	3577367885	1013.00	30.23	13.72	9.602
5/11/2017 10:18:06 AM	3577367886	1013.00	30.21	13.63	9.655
5/11/2017 10:18:07 AM	3577367887	1013.00	30.22	13.65	9.639
5/11/2017 10:18:08 AM	3577367888	1013.00	30.22	13.63	9.647
5/11/2017 10:18:09 AM	3577367889	1013.00	30.22	13.52	9.691
5/11/2017 10:18:10 AM	3577367890	1013.00	30.22	13.45	9.719
5/11/2017 10:18:11 AM	3577367891	1013.00	30.24	13.55	9.661
5/11/2017 10:18:12 AM	3577367892	1013.00	30.21	13.53	9.695
5/11/2017 10:18:13 AM	3577367893	1013.00	30.22	13.51	9.695
5/11/2017 10:18:14 AM	3577367894	1013.00	30.22	13.59	9.663
5/11/2017 10:18:15 AM	3577367895	1013.00	30.22	13.61	9.655
5/11/2017 10:18:16 AM	3577367896	1013.00	30.23	13.56	9.666
5/11/2017 10:18:17 AM	3577367897	1013.00	30.22	13.58	9.667
5/11/2017 10:18:18 AM	3577367898	1013.00	30.23	13.63	9.638
5/11/2017 10:18:19 AM	3577367899	1013.00	30.21	13.63	9.655
5/11/2017 10:18:20 AM	3577367900	1013.00	30.22	13.62	9.651
5/11/2017 10:18:21 AM	3577367901	1013.00	30.24	13.71	9.598
5/11/2017 10:18:22 AM	3577367902	1013.00	30.22	13.66	9.635
5/11/2017 10:18:23 AM	3577367903	1013.00	30.23	13.57	9.662
5/11/2017 10:18:24 AM	3577367904	1013.00	30.24	13.50	9.681
5/11/2017 10:18:25 AM	3577367905	1013.00	30.22	13.52	9.691
5/11/2017 10:18:26 AM	3577367906	1013.00	30.24	13.35	9.742
5/11/2017 10:18:27 AM	3577367907	1013.00	30.23	13.41	9.726
5/11/2017 10:18:28 AM	3577367908	1013.00	30.22	13.49	9.703
5/11/2017 10:18:29 AM	3577367909	1013.00	30.21	13.57	9.679
5/11/2017 10:18:30 AM	3577367910	1013.00	30.22	13.55	9.679
5/11/2017 10:18:31 AM	3577367911	1013.00	30.23	13.65	9.630
5/11/2017 10:18:32 AM	3577367912	1013.00	30.23	13.63	9.638
5/11/2017 10:18:33 AM	3577367913	1013.00	30.23	13.60	9.650
5/11/2017 10:18:34 AM	3577367914	1013.00	30.22	13.58	9.667
5/11/2017 10:18:35 AM	3577367915	1013.00	30.23	13.64	9.634
5/11/2017 10:18:36 AM	3577367916	1013.00	30.23	13.61	9.646
5/11/2017 10:18:37 AM	3577367917	1013.00	30.24	13.60	9.641
5/11/2017 10:18:38 AM	3577367918	1013.00	30.23	13.55	9.670
5/11/2017 10:18:39 AM	3577367919	1013.00	30.24	13.53	9.669
5/11/2017 10:18:40 AM	3577367920	1013.00	30.23	13.50	9.690
5/11/2017 10:18:41 AM	3577367921	1013.00	30.25	13.49	9.677
5/11/2017 10:18:42 AM	3577367922	1013.00	30.23	13.45	9.710
5/11/2017 10:18:43 AM	3577367923	1013.00	30.23	13.43	9.718
5/11/2017 10:18:44 AM	3577367924	1013.00	30.24	13.42	9.713
5/11/2017 10:18:45 AM	3577367925	1013.00	30.23	13.45	9.710
5/11/2017 10:18:46 AM	3577367926	1013.00	30.22	13.45	9.719
5/11/2017 10:18:47 AM	3577367927	1013.00	30.23	13.46	9.706
5/11/2017 10:18:48 AM	3577367928	1013.00	30.23	13.52	9.682
5/11/2017 10:18:49 AM	3577367929	1013.00	30.24	13.56	9.657
5/11/2017 10:18:50 AM	3577367930	1013.00	30.23	13.55	9.670
5/11/2017 10:18:51 AM	3577367931	1013.00	30.24	13.55	9.661
5/11/2017 10:18:52 AM	3577367932	1013.00	30.23	13.52	9.682
5/11/2017 10:18:53 AM	3577367933	1013.00	30.24	13.51	9.677
5/11/2017 10:18:54 AM	3577367934	1013.00	30.23	13.50	9.690
5/11/2017 10:18:55 AM	3577367935	1013.00	30.24	13.53	9.669
5/11/2017 10:18:56 AM	3577367936	1013.00	30.25	13.53	9.661
5/11/2017 10:18:57 AM	3577367937	1013.00	30.25	13.64	9.617
5/11/2017 10:18:58 AM	3577367938	1013.00	30.22	13.62	9.651
5/11/2017 10:18:59 AM	3577367939	1013.00	30.24	13.57	9.653
5/11/2017 10:19:00 AM	3577367940	1013.00	30.23	13.57	9.662
5/11/2017 10:19:01 AM	3577367941	1013.00	30.24	13.61	9.637
5/11/2017 10:19:02 AM	3577367942	1013.00	30.25	13.58	9.641
5/11/2017 10:19:03 AM	3577367943	1013.00	30.24	13.61	9.637
5/11/2017 10:19:04 AM	3577367944	1013.00	30.24	13.58	9.649
5/11/2017 10:19:05 AM	3577367945	1013.00	30.24	13.54	9.665
5/11/2017 10:19:06 AM	3577367946	1013.00	30.25	13.48	9.681
5/11/2017 10:19:07 AM	3577367947	1013.00	30.23	13.54	9.674
5/11/2017 10:19:08 AM	3577367948	1013.00	30.23	13.54	9.674
5/11/2017 10:19:09 AM	3577367949	1013.00	30.25	13.64	9.617
5/11/2017 10:19:10 AM	3577367950	1013.00	30.25	13.61	9.629
5/11/2017 10:19:11 AM	3577367951	1013.00	30.23	13.67	9.622
5/11/2017 10:19:12 AM	3577367952	1013.00	30.24	13.55	9.661
5/11/2017 10:19:13 AM	3577367953	1013.00	30.24	13.58	9.649
5/11/2017 10:19:14 AM	3577367954	1013.00	30.24	13.58	9.649
5/11/2017 10:19:15 AM	3577367955	1013.00	30.24	13.59	9.645
5/11/2017 10:19:16 AM	3577367956	1013.00	30.25	13.55	9.653
5/11/2017 10:19:17 AM	3577367957	1013.00	30.24	13.58	9.649
5/11/2017 10:19:18 AM	3577367958	1013.00	30.25	13.56	9.649
5/11/2017 10:19:19 AM	3577367959	1013.00	30.24	13.56	9.657
5/11/2017 10:19:20 AM	3577367960	1013.00	30.24	13.66	9.618
5/11/2017 10:19:21 AM	3577367961	1013.00	30.24	13.62	9.633
5/11/2017 10:19:22 AM	3577367962	1013.00	30.25	13.61	9.629
5/11/2017 10:19:23 AM	3577367963	1013.00	30.25	13.55	9.653
5/11/2017 10:19:24 AM	3577367964	1013.00	30.25	13.50	9.673
5/11/2017 10:19:25 AM	3577367965	1013.00	30.25	13.48	9.681
5/11/2017 10:19:26 AM	3577367966	1013.00	30.26	13.52	9.656
5/11/2017 10:19:27 AM	3577367967	1013.00	30.26	13.56	9.640
5/11/2017 10:19:28 AM	3577367968	1013.00	30.23	13.59	9.654
5/11/2017 10:19:29 AM	3577367969	1013.00	30.24	13.67	9.614
5/11/2017 10:19:30 AM	3577367970	1013.00	30.27	13.68	9.584
5/11/2017 10:19:31 AM	3577367971	1013.00	30.23	13.74	9.594
5/11/2017 10:19:32 AM	3577367972	1013.00	30.24	13.74	9.586
5/11/2017 10:19:33 AM	3577367973	1013.00	30.24	13.74	9.586
5/11/2017 10:19:34 AM	3577367974	1013.00	30.24	13.70	9.602
5/11/2017 10:19:35 AM	3577367975	1013.00	30.24	13.57	9.653
5/11/2017 10:19:36 AM	3577367976	1013.00	30.25	13.54	9.657
5/11/2017 10:19:37 AM	3577367977	1013.00	30.25	13.52	9.665
5/11/2017 10:19:38 AM	3577367978	1013.00	30.24	13.60	9.641
5/11/2017 10:19:39 AM	3577367979	1013.00	30.25	13.59	9.637
5/11/2017 10:19:40 AM	3577367980	1013.00	30.26	13.65	9.604
5/11/2017 10:19:41 AM	3577367981	1013.00	30.25	13.66	9.609
5/11/2017 10:19:42 AM	3577367982	1013.00	30.25	13.55	9.653
5/11/2017 10:19:43 AM	3577367983	1013.00	30.25	13.46	9.689
5/11/2017 10:19:44 AM	3577367984	1013.00	30.24	13.44	9.705
5/11/2017 10:19:45 AM	3577367985	1013.00	30.26	13.43	9.692
5/11/2017 10:19:46 AM	3577367986	1013.00	30.26	13.38	9.712
5/11/2017 10:19:47 AM	3577367987	1013.00	30.26	13.53	9.652
5/11/2017 10:19:48 AM	3577367988	1013.00	30.25	13.52	9.665
5/11/2017 10:19:49 AM	3577367989	1013.00	30.27	13.53	9.644
5/11/2017 10:19:50 AM	3577367990	1013.00	30.26	13.41	9.700
5/11/2017 10:19:51 AM	3577367991	1013.00	30.25	13.49	9.677
5/11/2017 10:19:52 AM	3577367992	1013.00	30.25	13.49	9.677
5/11/2017 10:19:53 AM	3577367993	1013.00	30.25	13.53	9.661
5/11/2017 10:19:54 AM	3577367994	1013.00	30.26	13.55	9.644
5/11/2017 10:19:55 AM	3577367995	1013.00	30.25	13.68	9.601
5/11/2017 10:19:56 AM	3577367996	1013.00	30.26	13.70	9.585
5/11/2017 10:19:57 AM	3577367997	1013.00	30.26	13.68	9.593
5/11/2017 10:19:58 AM	3577367998	1013.00	30.25	13.80	9.554
5/11/2017 10:19:59 AM	3577367999	1013.00	30.23	13.77	9.583
