Time,O2
4145,7.01
4146,7.01
4147,7.01
4148,7.01
4149,7.01
4150,7.01
4151,7.01
4152,7.01
4153,7.01
4154,7.01
4155,7.02
4156,7.01
4157,7.01
4158,7.02
4159,7.02
4160,7.03
4161,7.03
4162,7.03
4163,7.04
4164,7.04
4165,7.01
4166,7.02
4167,7.02
4168,7.01
4169,7.02
4170,7.01
4171,7.02
4172,7.01
4173,7
4174,7
4175,6.99
4176,6.98
4177,6.99
4178,6.98
4179,6.98
4180,6.98
4181,6.97
4182,6.97
4183,6.98
4184,6.97
4185,6.97
4186,6.97
4187,6.98
4188,6.98
4189,6.98
4190,6.98
4191,6.99
4192,6.98
4193,6.98
4194,6.98
4195,6.98
4196,6.98
4197,6.98
4198,6.96
4199,6.96
4200,6.95
4201,6.99
4202,6.96
4203,6.96
4204,6.97
4205,6.96
4206,6.99
4207,6.99
4208,6.98
4209,6.99
4210,6.99
4211,6.99
4212,6.99
4213,6.99
4214,6.98
4215,6.98
4216,6.99
4217,6.97
4218,6.97
4219,6.98
4220,6.98
4221,6.97
4222,6.98
4223,6.98
4224,6.97
4225,6.97
4226,6.97
4227,6.99
4228,6.99
4229,6.98
4230,6.98
4231,6.98
4232,6.97
4233,6.97
4234,6.96
4235,6.96
4236,6.94
4237,6.94
4238,6.98
4239,6.97
4240,6.96
4241,6.96
4242,6.96
4243,6.96
4244,6.96
4245,6.96
4246,6.96
4247,6.96
4248,6.92
4249,6.93
4250,6.93
4251,6.94
4252,6.94
4253,6.95
4254,6.95
4255,6.95
4256,6.95
4257,6.95
4258,6.95
4259,6.95
4260,6.95
4261,6.95
4262,6.95
4263,6.95
4264,6.96
4265,6.96
4266,6.95
4267,6.95
4268,6.96
4269,6.96
4270,6.95
4271,6.95
4272,6.94
4273,6.91
4274,6.91
4275,6.94
4276,6.94
4277,6.93
4278,6.92
4279,6.92
4280,6.91
4281,6.91
4282,6.91
4283,6.91
4284,6.91
4285,6.89
4286,6.89
4287,6.89
4288,6.89
4289,6.9
4290,6.9
4291,6.9
4292,6.9
4293,6.93
4294,6.93
4295,6.94
4296,6.94
4297,6.94
4298,6.94
4299,6.94
4300,6.94
4301,6.93
4302,6.93
4303,6.93
4304,6.93
4305,6.93
4306,6.93
4307,6.92
4308,6.92
4309,6.92
4310,6.92
4311,6.92
4312,6.9
4313,6.92
4314,6.91
4315,6.92
4316,6.91
4317,6.91
4318,6.92
4319,6.93
4320,6.93
4321,6.92
4322,6.92
4323,6.92
4324,6.91
4325,6.91
4326,6.91
4327,6.91
4328,6.91
4329,6.9
4330,6.9
4331,6.89
4332,6.9
4333,6.91
4334,6.91
4335,6.91
4336,6.91
4337,6.91
4338,6.91
4339,6.9
4340,6.92
4341,6.92
4342,6.92
4343,6.92
4344,6.89
4345,6.89
4346,6.9
4347,6.9
4348,6.9
4349,6.92
4350,6.92
4351,6.92
4352,6.91
4353,6.91
4354,6.91
4355,6.91
4356,6.9
4357,6.9
4358,6.89
4359,6.89
4360,6.89
4361,6.88
4362,6.88
4363,6.87
4364,6.87
4365,6.87
4366,6.87
4367,6.87
4368,6.87
4369,6.87
4370,6.87
4371,6.86
4372,6.86
4373,6.85
4374,6.85
4375,6.85
4376,6.85
4377,6.84
4378,6.84
4379,6.84
4380,6.85
4381,6.81
4382,6.82
4383,6.82
4384,6.83
4385,6.83
4386,6.83
4387,6.83
4388,6.84
4389,6.84
4390,6.84
4391,6.84
4392,6.84
4393,6.84
4394,6.84
4395,6.85
4396,6.85
4397,6.85
4398,6.85
4399,6.85
4400,6.85
4401,6.84
4402,6.84
4403,6.85
4404,6.81
4405,6.81
4406,6.81
4407,6.82
4408,6.82
4409,6.82
4410,6.82
4411,6.82
4412,6.82
4413,6.83
4414,6.84
4415,6.84
4416,6.84
4417,6.82
4418,6.83
4419,6.83
4420,6.83
4421,6.84
4422,6.84
4423,6.84
4424,6.84
4425,6.84
4426,6.84
4427,6.84
4428,6.84
4429,6.84
4430,6.84
4431,6.84
4432,6.88
4433,6.88
4434,6.87
4435,6.87
4436,6.86
4437,6.86
4438,6.85
4439,6.87
4440,6.87
4441,6.87
4442,6.87
4443,6.84
4444,6.84
4445,6.84
4446,6.84
4447,6.84
4448,6.81
4449,6.82
4450,6.83
4451,6.83
4452,6.83
4453,6.83
4454,6.83
4455,6.83
4456,6.83
4457,6.83
4458,6.84
4459,6.84
4460,6.83
4461,6.83
4462,6.82
4463,6.81
4464,6.81
4465,6.81
4466,6.81
4467,6.81
4468,6.8
4469,6.8
4470,6.81
4471,6.81
4472,6.81
4473,6.81
4474,6.81
4475,6.81
4476,6.81
4477,6.81
4478,6.81
4479,6.81
4480,6.81
4481,6.81
4482,6.81
4483,6.81
4484,6.81
4485,6.82
4486,6.82
4487,6.82
4488,6.82
4489,6.82
4490,6.82
4491,6.82
4492,6.82
4493,6.78
4494,6.78
4495,6.79
4496,6.79
4497,6.8
4498,6.8
4499,6.8
4500,6.8
4501,6.81
4502,6.81
4503,6.81
4504,6.78
4505,6.79
4506,6.78
4507,6.79
4508,6.78
4509,6.78
4510,6.78
4511,6.78
4512,6.76
4513,6.76
4514,6.77
4515,6.77
4516,6.78
4517,6.78
4518,6.79
4519,6.79
4520,6.79
4521,6.79
4522,6.79
4523,6.79
4524,6.8
4525,6.79
4526,6.78
4527,6.78
4528,6.78
4529,6.78
4530,6.78
4531,6.78
4532,6.78
4533,6.78
4534,6.78
4535,6.78
4536,6.78
4537,6.78
4538,6.78
4539,6.78
4540,6.77
4541,6.77
4542,6.77
4543,6.77
4544,6.77
4545,6.77
4546,6.76
4547,6.76
4548,6.75
4549,6.75
4550,6.75
4551,6.74
4552,6.74
4553,6.74
4554,6.74
4555,6.74
4556,6.74
4557,6.74
4558,6.74
4559,6.74
4560,6.74
4561,6.74
4562,6.74
4563,6.73
4564,6.73
4565,6.73
4566,6.73
4567,6.73
4568,6.72
4569,6.72
4570,6.72
4571,6.72
4572,6.73
4573,6.73
4574,6.73
4575,6.73
4576,6.73
4577,6.73
4578,6.73
4579,6.72
4580,6.73
4581,6.73
4582,6.73
4583,6.74
4584,6.74
4585,6.74
4586,6.72
4587,6.72
4588,6.72
4589,6.72
4590,6.72
4591,6.72
4592,6.73
4593,6.73
4594,6.73
4595,6.7
4596,6.71
4597,6.72
4598,6.72
4599,6.72
4600,6.73
4601,6.73
4602,6.73
4603,6.72
4604,6.73
4605,6.72
4606,6.72
4607,6.72
4608,6.71
4609,6.71
4610,6.71
4611,6.71
4612,6.71
4613,6.71
4614,6.71
4615,6.71
4616,6.71
4617,6.71
4618,6.71
4619,6.69
4620,6.7
4621,6.7
4622,6.7
4623,6.71
4624,6.71
4625,6.71
4626,6.72
4627,6.72
4628,6.73
4629,6.73
4630,6.73
4631,6.73
4632,6.72
4633,6.71
4634,6.7
4635,6.7
4636,6.7
4637,6.7
4638,6.7
4639,6.7
4640,6.69
4641,6.69
4642,6.69
4643,6.7
4644,6.69
4645,6.7
4646,6.7
4647,6.7
4648,6.7
4649,6.7
4650,6.7
4651,6.7
4652,6.7
4653,6.69
4654,6.69
4655,6.69
4656,6.7
4657,6.7
4658,6.7
4659,6.69
4660,6.69
4661,6.69
4662,6.68
4663,6.69
4664,6.69
4665,6.69
4666,6.69
4667,6.69
4668,6.69
4669,6.69
4670,6.68
4671,6.69
4672,6.69
4673,6.69
4674,6.69
4675,6.69
4676,6.69
4677,6.69
4678,6.69
4679,6.69
4680,6.69
4681,6.69
4682,6.69
4683,6.69
4684,6.69
4685,6.69
4686,6.69
4687,6.69
4688,6.69
4689,6.68
4690,6.68
4691,6.68
4692,6.68
4693,6.68
4694,6.67
4695,6.68
4696,6.68
4697,6.68
4698,6.68
4699,6.67
4700,6.66
4701,6.67
4702,6.68
4703,6.68
4704,6.68
4705,6.68
4706,6.67
4707,6.68
4708,6.68
4709,6.67
4710,6.67
4711,6.67
4712,6.67
4713,6.67
4714,6.67
4715,6.67
4716,6.67
4717,6.65
4718,6.66
4719,6.66
4720,6.66
4721,6.67
4722,6.67
4723,6.67
4724,6.67
4725,6.67
4726,6.67
4727,6.67
4728,6.67
4729,6.67
4730,6.67
4731,6.67
4732,6.67
4733,6.66
4734,6.66
4735,6.66
4736,6.66
4737,6.66
4738,6.66
4739,6.66
4740,6.61
4741,6.62
4742,6.62
4743,6.62
4744,6.62
4745,6.62
4746,6.62
4747,6.62
4748,6.62
4749,6.62
4750,6.63
4751,6.62
4752,6.63
4753,6.62
4754,6.62
4755,6.62
4756,6.63
4757,6.63
4758,6.65
4759,6.65
4760,6.65
4761,6.65
4762,6.65
4763,6.64
4764,6.64
4765,6.64
4766,6.64
4767,6.65
4768,6.65
4769,6.65
4770,6.65
4771,6.65
4772,6.65
4773,6.65
4774,6.65
4775,6.65
4776,6.65
4777,6.64
4778,6.64
4779,6.63
4780,6.63
4781,6.63
4782,6.63
4783,6.63
4784,6.63
4785,6.62
4786,6.62
4787,6.62
4788,6.62
4789,6.62
4790,6.62
4791,6.62
4792,6.62
4793,6.62
4794,6.62
4795,6.61
4796,6.61
4797,6.6
4798,6.6
4799,6.6
4800,6.6
4801,6.6
4802,6.61
4803,6.61
4804,6.61
4805,6.61
4806,6.61
4807,6.61
4808,6.62
4809,6.62
4810,6.62
4811,6.62
4812,6.62
4813,6.62
4814,6.62
4815,6.62
4816,6.62
4817,6.62
4818,6.61
4819,6.61
4820,6.61
4821,6.61
4822,6.61
4823,6.61
4824,6.61
4825,6.62
4826,6.61
4827,6.61
4828,6.61
4829,6.59
4830,6.59
